Data Download from NCSES Interactive Data Tool

Filters,Selected values
"Institution Name","Columbia Univ in the City of New York, Columbia University in the City of New York"

,,,"<measures>","Graduate Students by Demographic Characteristics and Enrollment",
"2004","Columbia Univ in the City of New York","Other health not elsewhere classified","Total for selected values","105",
"2004","Columbia Univ in the City of New York","Other health not elsewhere classified","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","105",
"2004","Columbia Univ in the City of New York","Pathology","Total for selected values","17",
"2004","Columbia Univ in the City of New York","Pathology","Foreign nationals","7",
"2004","Columbia Univ in the City of New York","Pathology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","10",
"2004","Columbia Univ in the City of New York","Pharmacology and toxicology","Total for selected values","24",
"2004","Columbia Univ in the City of New York","Pharmacology and toxicology","Foreign nationals","2",
"2004","Columbia Univ in the City of New York","Pharmacology and toxicology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","22",
"2004","Columbia Univ in the City of New York","Physics","Total for selected values","111",
"2004","Columbia Univ in the City of New York","Physics","Foreign nationals","66",
"2004","Columbia Univ in the City of New York","Physics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","45",
"2004","Columbia Univ in the City of New York","Physiology","Total for selected values","11",
"2004","Columbia Univ in the City of New York","Physiology","Foreign nationals","4",
"2004","Columbia Univ in the City of New York","Physiology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","7",
"2004","Columbia Univ in the City of New York","Political science and government","Total for selected values","167",
"2004","Columbia Univ in the City of New York","Political science and government","Foreign nationals","76",
"2004","Columbia Univ in the City of New York","Political science and government","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","91",
"2004","Columbia Univ in the City of New York","Preventive medicine and community health","Total for selected values","10",
"2004","Columbia Univ in the City of New York","Preventive medicine and community health","Foreign nationals","2",
"2004","Columbia Univ in the City of New York","Preventive medicine and community health","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","8",
"2004","Columbia Univ in the City of New York","Psychology, general","Total for selected values","36",
"2004","Columbia Univ in the City of New York","Psychology, general","Foreign nationals","7",
"2004","Columbia Univ in the City of New York","Psychology, general","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","29",
"2004","Columbia Univ in the City of New York","Social sciences not elsewhere classified","Total for selected values","94",
"2004","Columbia Univ in the City of New York","Social sciences not elsewhere classified","Foreign nationals","23",
"2004","Columbia Univ in the City of New York","Social sciences not elsewhere classified","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","71",
"2004","Columbia Univ in the City of New York","Sociology","Total for selected values","74",
"2004","Columbia Univ in the City of New York","Sociology","Foreign nationals","32",
"2004","Columbia Univ in the City of New York","Sociology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","42",
"2004","Columbia Univ in the City of New York","Statistics","Total for selected values","120",
"2004","Columbia Univ in the City of New York","Statistics","Foreign nationals","65",
"2004","Columbia Univ in the City of New York","Statistics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","55",
"2003","Total for selected values","Total for selected values","Total for selected values","2,429",
"2003","Columbia Univ in the City of New York","Total for selected values","Total for selected values","2,429",
"2003","Columbia Univ in the City of New York","Anthropology","Total for selected values","167",
"2003","Columbia Univ in the City of New York","Anthropology","Foreign nationals","58",
"2003","Columbia Univ in the City of New York","Anthropology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","109",
"2003","Columbia Univ in the City of New York","Astronomy and astrophysics","Total for selected values","20",
"2003","Columbia Univ in the City of New York","Astronomy and astrophysics","Foreign nationals","8",
"2003","Columbia Univ in the City of New York","Astronomy and astrophysics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","12",
"2003","Columbia Univ in the City of New York","Biology","Total for selected values","97",
"2003","Columbia Univ in the City of New York","Biology","Foreign nationals","23",
"2003","Columbia Univ in the City of New York","Biology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","74",
"2003","Columbia Univ in the City of New York","Biomedical engineering","Total for selected values","70",
"2003","Columbia Univ in the City of New York","Biomedical engineering","Foreign nationals","29",
"2003","Columbia Univ in the City of New York","Biomedical engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","41",
"2003","Columbia Univ in the City of New York","Chemistry","Total for selected values","131",
"2003","Columbia Univ in the City of New York","Chemistry","Foreign nationals","64",
"2003","Columbia Univ in the City of New York","Chemistry","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","67",
"2003","Columbia Univ in the City of New York","Computer sciences","Total for selected values","307",
"2003","Columbia Univ in the City of New York","Computer sciences","Foreign nationals","159",
"2003","Columbia Univ in the City of New York","Computer sciences","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","148",
"2003","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences not elsewhere classified","Total for selected values","46",
"2003","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences not elsewhere classified","Foreign nationals","22",
"2003","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences not elsewhere classified","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","24",
"2003","Columbia Univ in the City of New York","Ecology","Total for selected values","69",
"2003","Columbia Univ in the City of New York","Ecology","Foreign nationals","10",
"2003","Columbia Univ in the City of New York","Ecology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","59",
"2003","Columbia Univ in the City of New York","Economics (except agricultural)","Total for selected values","118",
"2003","Columbia Univ in the City of New York","Economics (except agricultural)","Foreign nationals","97",
"2003","Columbia Univ in the City of New York","Economics (except agricultural)","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","21",
"2003","Columbia Univ in the City of New York","Electrical engineering","Total for selected values","286",
"2003","Columbia Univ in the City of New York","Electrical engineering","Foreign nationals","176",
"2003","Columbia Univ in the City of New York","Electrical engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","110",
